id,word,year,mean_weighted_sentiment
9600,εη,-550.0,-0.9444769230769231
9600,εη,-500.0,-0.9752285714285713
9600,εη,-490.0,-0.9132301104972376
9600,εη,-479.0,-0.930387619047619
9600,εη,-450.0,-0.8553458333333334
9600,εη,-415.0,-0.9591782608695654
9600,εη,-387.0,-0.95854
9600,εη,-353.0,-0.8780260402684564
9600,εη,-329.0,-0.9873
9600,εη,-300.0,-0.9503704545454543
9600,εη,-270.0,-0.8866327272727272
9600,εη,-266.0,-0.8263373860182371
9600,εη,-249.0,-0.9183166666666667
9600,εη,-155.0,-0.9252743902439025
9600,εη,-149.0,-0.8723984848484847
9600,εη,-100.0,-0.96635
9600,εη,-50.0,-0.944441360103627
9600,εη,-34.0,-0.39935161290322574
9600,εη,15.0,-0.9023031818181818
9600,εη,49.0,-0.7588117647058824
9600,εη,80.0,-0.9224666666666668
9600,εη,90.0,-0.9082894736842105
9600,εη,127.0,-0.9092379629629631
9600,εη,147.0,-0.5172323404255319
9600,εη,150.0,-0.8528015151515151
9600,εη,152.0,-0.9093474576271188
9600,εη,161.0,-0.9527
9600,εη,172.0,-0.9442451351351353
9600,εη,182.0,-0.31275789473684207
9600,εη,200.0,-0.9085324541284404
9600,εη,205.0,-0.9636545454545454
9600,εη,219.0,-0.9519153846153844
9600,εη,237.0,-0.4831862068965518
9600,εη,249.0,-0.8288547619047618
9600,εη,269.0,-0.9517193857965451
9600,εη,299.0,-0.8804283950617285
9600,εη,311.0,-0.8882925
9600,εη,320.0,-0.8839496402877698
9600,εη,335.0,-0.9400499999999999
9600,εη,350.0,-0.8929679738562092
9600,εη,352.0,-0.9499197916666665
9600,εη,359.0,-0.9610461538461539
9600,εη,383.0,-0.950975
9600,εη,410.0,-0.9456
9600,εη,425.0,-0.9044466292134833
9600,εη,447.0,-0.9277624999999999
9600,εη,448.0,-0.9227443113772454
9600,εη,490.0,-0.7929868421052632
9600,εη,530.0,-0.9337984084880636
9600,εη,550.0,-0.9318851211072664
9600,εη,950.0,-0.9691888127227859
9600,εη,1118.0,-0.9511241379310346
9600,εη,1127.0,-0.8871068965517241
9600,εη,1150.0,-0.9401105263157894
