id,word,year,mean_weighted_sentiment
26642,πολεμοω,-500.0,-0.9907874999999999
26642,πολεμοω,-387.0,-0.9944999999999999
26642,πολεμοω,-353.0,-0.9521599999999999
26642,πολεμοω,-266.0,-0.9094194444444444
26642,πολεμοω,-50.0,-0.9617371212121213
26642,πολεμοω,15.0,-0.9285
26642,πολεμοω,127.0,-0.93005
26642,πολεμοω,150.0,-0.9371461538461541
26642,πολεμοω,152.0,-0.9584
26642,πολεμοω,172.0,-0.993
26642,πολεμοω,269.0,-0.9559833333333333
26642,πολεμοω,350.0,-0.93096
26642,πολεμοω,425.0,-0.9096500000000001
26642,πολεμοω,448.0,-0.9383
26642,πολεμοω,490.0,-0.9059916666666666
26642,πολεμοω,950.0,-0.9793062499999999
26642,πολεμοω,1118.0,-0.9530750000000001
