id,word,year,mean_weighted_sentiment
33290,τυπος,-479.0,-0.9875
33290,τυπος,-353.0,-0.9108
33290,τυπος,-50.0,-0.9388
33290,τυπος,15.0,-0.94235
33290,τυπος,49.0,-0.94655
33290,τυπος,80.0,-0.8953
33290,τυπος,127.0,-0.9196
33290,τυπος,150.0,-0.9675500000000001
33290,τυπος,200.0,-0.3288666666666667
33290,τυπος,237.0,-0.8606
33290,τυπος,311.0,-0.92455
33290,τυπος,352.0,-0.9511000000000001
33290,τυπος,359.0,-0.8702
33290,τυπος,425.0,-0.8546333333333335
33290,τυπος,448.0,-0.9697333333333334
33290,τυπος,950.0,-0.98255
33290,τυπος,1118.0,-0.9463
