id,word,year,mean_weighted_sentiment
21562,μονοω,-479.0,-0.9184666666666667
21562,μονοω,-450.0,-0.9921333333333333
21562,μονοω,-353.0,-0.92425
21562,μονοω,-266.0,-0.9846285714285715
21562,μονοω,-50.0,-0.9611591549295775
21562,μονοω,15.0,-0.9309714285714286
21562,μονοω,49.0,-0.9298
21562,μονοω,90.0,-0.9095
21562,μονοω,150.0,-0.9358849999999999
21562,μονοω,152.0,-0.9461
21562,μονοω,182.0,-0.9825
21562,μονοω,200.0,-0.9595687500000001
21562,μονοω,219.0,-0.9570666666666666
21562,μονοω,269.0,-0.94435
21562,μονοω,350.0,-0.9407499999999999
21562,μονοω,352.0,-0.9457
21562,μονοω,359.0,-0.9771000000000001
21562,μονοω,383.0,-0.9419500000000001
21562,μονοω,425.0,-0.9380000000000001
21562,μονοω,447.0,-0.9125
21562,μονοω,448.0,-0.9575
21562,μονοω,490.0,-0.8852
21562,μονοω,530.0,-0.9405
21562,μονοω,550.0,-0.9663
21562,μονοω,950.0,-0.9806800000000001
21562,μονοω,1150.0,-0.9779
