id,word,year,mean_weighted_sentiment
2085,αμφοτερος,-500.0,-0.99045
2085,αμφοτερος,-479.0,-0.8908
2085,αμφοτερος,-353.0,-0.8270466666666667
2085,αμφοτερος,-266.0,-0.9821399999999999
2085,αμφοτερος,-155.0,-0.9519000000000001
2085,αμφοτερος,-50.0,-0.9455753086419753
2085,αμφοτερος,-34.0,-0.9608
2085,αμφοτερος,15.0,-0.853
2085,αμφοτερος,90.0,-0.9514
2085,αμφοτερος,147.0,-0.9017
2085,αμφοτερος,150.0,-0.9010166666666667
2085,αμφοτερος,172.0,-0.917625
2085,αμφοτερος,200.0,-0.9346000000000001
2085,αμφοτερος,219.0,-0.9517
2085,αμφοτερος,249.0,-0.9555
2085,αμφοτερος,320.0,-0.946
2085,αμφοτερος,350.0,-0.9261
2085,αμφοτερος,352.0,-0.9778
2085,αμφοτερος,448.0,-0.94955
2085,αμφοτερος,490.0,-0.8701333333333333
2085,αμφοτερος,530.0,-0.9239111111111112
2085,αμφοτερος,550.0,-0.9758800000000001
2085,αμφοτερος,950.0,-0.9751466666666667
2085,αμφοτερος,1118.0,-0.9499
2085,αμφοτερος,1127.0,-0.9599
